iobs,ca,start_time,int_lo_code,int_area,c1_1,c1_2,c1_3,c1_4,c1_5,c1_6,c2,c2a,c3,c4,c5,c6,c7,c8,c9_1,c9_2,c9_3,c9_4,c9_5,c9_6,c9_7,c9_8,c9_9,c9_10,c10,c11,c12,c13,c14,c15,c16,c18,c19_1,c19_2,c19_3,c19_4,c19_5,c19_6,c19_7,c19_8,c19_9,c19_10,c19_11,c19_12,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58_1,c58_2,c58_3,c58_4,c58_5,c59,c60,c61,c62,C67,c71,c73
5091,1,9999,1026,5,1,0,0,0,0,0,3,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,0,0,0,0,1,1,1, ,1,YO10,2,9999
5092,1,1500,1026,5,1,1,0,0,0,0,5,2, ,1,12,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,0,0,0,0,1,1,1, ,1,WF15,1,1515
5093,1,9999,1026,5,1,0,1,0,0,0,10,1,1, ,5,1,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,2, , , , , ,3,2,80,1,9999,9999,2, , , ,10,50,3,200,1,1,2,0,0,0,0,1,1,1,1, ,DY9 ,2,9999
5094,1,9999,1026,5,1,1,0,0,0,0,11,1,1, ,3,1,2,1,0,0,0,0,0,0,0,0,1,0, , , , , , , ,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1, ,2, , , , , , ,2,0, ,1, , , , , , ,5,3,40,3,60,3,2, , , ,50,700,3,30,1,1,2,0,0,0,0,1,1,1,1, ,    ,2,9999
5095,1,9999,1026,5,1,1,0,0,0,0,10,1,1, ,1,1,2,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,1,0,0,3, , , , , , ,0,0,1,2,0,0,0,0,1,2,2,1, ,NE37,1,9999
5096,1,9999,1026,5,1,1,0,0,0,0,10,1,2, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,1, , , , , ,3,1,50,2,15,2,2, , , ,9999,20,2,50,2,1,1,1,0,0,0,0,1,1,1, ,PR1 ,1,9999
5097,1,9999,1026,5,1,0,0,0,0,0,10,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,1, , , , , ,2,1,100,4,36,4,2, , , ,40,9999,4,16,4,1,11,1,0,0,0,0,1,1,1, ,S81 ,2,9999
5098,1,9999,1026,5,1,0,1,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,2, , , , , ,3,2,30,2,9999,9999,3, , , , , , ,0,2,1,3,1,0,0,0,0,1,1,1, ,E1 0,1,9999
5099,1,9999,1026,5,1,0,0,0,0,0,5,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,0,1,0,0,0,1,1, ,1,DL8 ,3,9999
5100,1,9999,1026,5,1,0,0,0,0,0,5,2, ,1,8,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,1,1, ,1,LS22,1,9999
5101,1,9999,1026,5,1,0,0,0,0,0,5,2, ,1,3,1,9999,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,0,0,0,1,1, ,2,DL8 ,2,9999
5102,1,9999,1026,5,1,0,0,0,0,0,8,1,2, ,5,1,1,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,7, , , , , , , , , ,6, , , , , ,7,6,150,5,900,5,3, , , , , , ,200,5,1,2,1,0,0,0,0,1,1,1, ,SG4 ,2,9999
5103,1,1345,1017,5,1,0,0,0,0,0,11,1,1, ,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,1,0,0,0,0,0,0,0,0,0,0, ,3, , , , , , , , , ,3, , , , , , , , ,3,3,100,2,200,2,2, , , ,20,60,2,100,1,2,11,0,0,0,0,1,1,1,1, ,    ,2,1355
5104,1,1200,1017,5,1,0,0,0,0,0,5,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,BD23,2,1210
5105,1,1100,1017,5,1,0,0,0,0,0,2,2, ,1,2,2, ,1,0,0,0,0,1,0,0,0,0,0, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,0,0,0,2,1, ,2,BD23,2,1110
5106,1,1025,1017,5,1,0,0,0,0,0,5,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,0,0,0,0,1,1,1, ,1,BD23,2,1035
5107,1,1028,1024,5,1,0,0,0,0,0,10,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,3, , , , , , ,0,1,1,2,1,0,0,0,0,1,1,1, ,BB6 ,2,1032
5108,1,1015,1024,5,1,1,1,0,0,0,11,1,1, ,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,2, , , , , ,2,2,30,2,90,2,2, , , ,9999,80,2,40,2,1,1,1,0,0,0,0,1,1,1, ,    ,1,1021
5109,1,1006,1024,5,1,1,1,0,0,0,11,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,1,0,0,1,0,0,0,0,0,0, , ,1, , ,1, , , , , , ,1, , ,1, , , , ,2,2,50,2,25,2,2, , , ,9999,300,2,0,0,1,4,1,0,0,0,0,1,1,1, ,    ,2,1012
5110,1,954,1024,5,1,1,0,0,0,0,10,1,1, ,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,1,0,1,0,0,0,0,1,0,0, , ,1, ,1, , , , ,2, , ,0, ,2, , , , ,2,4,4,60,2,139,2,2, , , ,60,120,2,30,2,1,3,1,0,0,0,0,2,1,2, ,TN26,2,1001
5111,1,948,1024,5,1,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1,9999,9999,2, , , ,10,9999,1,0,1,1,1,1,0,0,0,0,1,1,1, ,BB2 ,2,952
5112,1,918,1024,5,1,0,0,0,0,0,10,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,1,9999,9999,2, , , ,60,60,1,0,0,1,3,1,0,0,0,0,1,1,1, ,NE4 ,2,925
5113,1,910,1024,5,1,0,0,0,0,0,6,1,1, ,1,1,1,1,0,0,0,0,0,0,0,0,0,1, , , , , , , ,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,2, ,1, , , , , ,0,0,2, ,0, , , , , ,5,2,20,1,10,1,3, , , , , , ,30,1,1,1,1,0,0,0,0,1,1,1, ,MK40,2,918
5114,1,1215,1024,5,1,1,0,0,0,0,1,2, ,1,2,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,0,0,0,0,1,1, ,1,LS15,1,1219
5115,1,1206,1024,5,1,1,0,0,0,0,5,2, ,1,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,1,1, ,1,BD20,1,1210
5116,1,1200,1024,5,1,1,0,0,0,0,1,2, ,1,2,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,1,1, ,1,L54 ,1,1204
5117,1,1155,1024,5,1,1,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,0,0,0,0,1,1, ,1,HX2 ,1,1158
5118,1,1138,1024,5,1,0,0,0,0,0,5,2, ,1,20,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,0,0,0,0,1,1, ,1,HU16,1,1143
5119,1,1130,1024,5,1,1,0,0,0,0,5,2, ,1,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,2,2, ,1,BD20,2,1136
5120,1,1124,1024,5,1,1,0,0,0,0,5,2, ,1,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,2,2, ,1,BD22,1,1128
5121,1,1101,1024,5,1,1,0,0,0,0,5,2, ,1,15,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,3,1, ,1,BD23,2,1106
5122,1,1021,1024,5,1,1,0,0,0,0,1,2, ,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0, ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,1,0,0,3,2, ,1,WF3 ,1,1027
5123,1,941,1024,5,1,1,0,0,0,0,2,2, ,1,1,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,0,0,0,0,2,2, ,1,HG2 ,2,946
5125,1,857,1024,5,1,1,0,0,0,0,2,2, ,1,2,2, ,1,0,1,1,0,0,0,0,0,0,0, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,1,1, ,1,BD23,2,903
5126,1,1108,1024,5,1,1,0,0,0,0,10,1,1, ,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,1,0,0,0,1,0,0,0,0,0,0,0,1, , , ,7, , , , , ,1, , , ,7, , , , , ,8,8,100,4,80,4,2, , , ,9999,40,9999,10,1,1,1,1,0,0,0,0,1,2,1, ,B30 ,2,1114
5127,1,1055,1024,5,1,0,0,0,0,0,10,1,2, ,20,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,1,9999,9999,2, , , ,10,9999,1,9999,9999,1,4,1,0,0,0,0,2,3,3, ,DL3 ,1,1100
5128,1,1048,1024,5,1,1,0,0,0,0,10,1,1, ,10,2, ,1,0,1,0,1,0,0,0,0,0,0, ,1, ,1, , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,1, , , , , , , , , ,4, , , , , ,1,4,40,1,9999,9999,2, , , ,9999,20,2,15,1,1,4,1,0,0,0,0,1,1,1, ,OL8 ,1,1053
5129,1,1040,1024,5,1,1,0,0,0,0,10,1,1, ,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,3, , , , , ,3,3,100,2,200,2,2, , , ,9999,100,9999,50,2,1,4,1,0,0,0,0,1,1,1, ,EX32,2,1044
5130,1,1034,1024,5,1,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,2, , , , , ,3,2,100,2,80,2,2, , , ,9999,50,2,0,2,1,2,1,0,0,0,0,1,1,1, ,SN3 ,2,1038
5131,1,1025,1031,5,1,0,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,3,3, ,1,LS24,2,1028
5132,1,942,1031,5,1,0,0,0,0,0,1,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,0,0,0,0,3,3, ,3,LS25,2,946
5133,1,925,1031,5,1,0,0,0,0,0,5,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,0,0,0,1,1, ,1,DL10,1,930
5134,1,850,1031,5,1,0,0,0,0,0,1,2, ,1,6,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,0,0,0,1,1, ,1,BD19,1,857
5135,1,835,1031,5,1,0,0,0,0,0,5,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,0,0,0,2,2, ,2,DL11,1,842
5136,1,1145,1024,5,1,0,1,0,0,0,8,1,1, ,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,1,0,0,0,1,0,0,0,0,0,0,0,2, , , ,2, , , , , ,2, , , ,2, , , , , ,4,4,20,1,0,9999,2, , , ,9999,100,1,20,1,1,1,1,0,0,0,0,1,1,1, ,SE6 ,1,1152
5137,1,1117,1024,5,1,1,0,0,0,0,10,1,1, ,2,1,9999,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,4, , , , , , , , , ,4, , , , , ,4,4,20,2,20,2,2, , , ,9999,20,9999,0,0,1,6,1,0,0,0,0,1,1,1, ,PR3 ,2,1121
5138,1,1235,1031,5,1,0,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,1,0,0,0,0,1,1, ,2,DL11,2,1238
5139,1,1215,1031,5,1,0,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,9,1,0,0,0,0,2,2, ,1,DL13,1,1219
5140,1,1205,1031,5,1,0,0,0,0,0,1,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,0,0,0,0,1,1, ,1,LS25,1,1208
5141,1,1142,1031,5,1,0,0,0,0,0,5,2, ,1,9,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,2,2, ,1,DL6 ,1,1146
5142,1,1125,1031,5,1,0,0,0,0,0,5,2, ,1,6,2, ,1,1,0,1,0,0,0,0,0,0,0,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,0,0,0,0,1,1, ,1,DL9 ,2,1128
5143,1,1105,1031,5,1,0,0,0,0,0,5,2, ,1,2,2, ,1,0,1,0,0,0,0,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,1,0,0,0,0,4,4, ,1,DL10,1,1108
5144,1,935,1031,5,1,1,0,0,0,0,10,1,1, ,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,2,0,0,2, , , ,9999,5,2,0,0,1,6,1,0,0,0,0,3,3,1, ,DL13,1,938
5145,1,915,1031,5,1,0,0,0,0,0,10,1,1, ,15,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,4, , , , , , , , , ,3, , , , , ,4,3,300,15,500,15,3, , , , , , ,0,0,1,11,0,0,0,0,1,1,1,1, ,KW16,2,919
5146,1,900,1031,5,1,1,0,0,0,0,10,1,1, ,1,2, ,1,1,0,0,0,0,0,0,0,0,0,2, , , , , , ,2,0,1,0,0,0,0,0,0,0,0,0,0, ,2, , , , , , , , , ,1, , , , , , , , ,2,1,50,1,75,1,2, , , ,9999,80,1,0,0,1,6,1,0,0,0,0,1,1,1, ,CV21,1,910
5147,1,1005,1031,5,1,0,0,0,0,0,7,1,1, ,6,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,2, , , , , ,3,2,30,6,0,6,3, , , , , , ,0,0,1,4,1,0,0,0,0,2,2,4, ,PE2 ,1,1009
5148,1,1000,1031,5,1,0,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,2,0,0,2, , , ,9999,20,2,0,0,1,7,0,0,0,0,1,3,3,4, ,CA12,1,1004
5149,1,1010,1031,5,1,0,0,0,0,0,10,1,1, ,5,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100,5,0,0,2, , , ,9999,40,5,0,0,1,3,1,0,0,0,0,1,1,2, ,NE41,1,1013
5150,1,1015,1031,5,1,0,0,0,0,0,10,1,1, ,9,2, ,1,1,0,0,0,0,1,0,0,0,0,1, , , , ,1, ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,4, , , , , , , , , ,3, , , , , ,4,3,400,9,500,9,2, , , ,9999,90,9,0,0,1,3,1,0,0,0,0,2,1,1, ,NG2 ,1,1019
5151,1,1035,1031,5,1,0,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,7, , , , , , , , , ,6, , , , , ,7,6,106,2,150,2,2, , , ,9999,100,2,0,0,2,2,0,0,0,0,1,1,1,1, ,NG17,2,1039
5152,1,1040,1031,5,1,0,0,0,0,0,10,1,1, ,9,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,4, , , , , , , , , ,3, , , , , ,4,3,200,9,900,9,2, , , ,9999,100,9,0,0,1,7,1,0,0,0,0,2,4,2, ,NG2 ,1,1043
5153,1,1046,1031,5,1,1,0,0,0,0,10,1,1, ,3,1,1,1,1,0,0,0,0,0,0,0,0,0,2, , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,2, , , , , ,3,2,100,3,60,3,2, , , ,9999,40,3,0,0,1,1,1,0,0,0,0,2,2,1, ,SR7 ,1,1050
5154,1,1055,1031,5,1,0,0,0,0,0,10,1,2, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , ,7, , , , , , , , , ,6,7,6,30,2,55,2,2, , , ,9999,120,2,0,0,2,11,0,0,0,0,1,1,1,1, ,BN1 ,2,1058
5155,1,1100,1031,5,1,0,0,0,0,0,10,1,1, ,2,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,1, , , , , ,2,1,60,2,75,2,2, , , ,9999,40,2,0,0,1,1,0,0,1,0,0,1,1,1, ,SR6 ,2,1103
5156,1,1111,1031,5,1,0,0,0,0,0,10,1,2, ,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,4, , , , , , , , , ,3, , , , , ,4,3,100,2,150,2,2, , , ,9999,90,2,0,0,1,10,1,0,0,0,0,2,2,2, ,SN7 ,2,1115
5157,1,1117,1031,5,1,0,0,0,0,0,10,1,1, ,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,1, , , , , ,2,1,20,2,150,2,2, , , ,9999,50,2,0,0,1,4,1,0,0,0,0,3,3,3, ,TS20,1,1120
5158,1,1151,1031,5,1,0,0,0,0,0,10,1,1, ,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,2,0,0,2, , , ,9999,10,2,0,0,1,3,1,0,0,0,0,3,3,1, ,DL13,1,1155
5159,1,1135,1031,5,1,0,0,0,0,0,10,1,1, ,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , ,4, , , , , , , , , ,3,4,3,9999,4,0,4,2, , , ,9999,9999,9999,0,0,1,11,1,0,0,0,0,2,2,2, ,MK44,2,1139
5160,1,1200,1031,5,1,0,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,2,0,0,2, , , ,9999,10,2,0,0,1,6,1,0,0,0,0,1,1,1, ,DL12,2,1203
5161,1,1220,1031,5,1,0,0,0,0,0,10,1,1, ,6,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,11, , , , , , , , , ,10, , , , , ,11,10,30,6,0,0,2, , , ,9999,50,6,0,0,2,10,0,0,1,0,0,1,1,4, ,PE9 ,1,1224
5162,1,1230,1031,5,1,0,0,0,0,0,10,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,3,0,0,2, , , ,9999,40,3,50,3,1,3,1,0,0,0,0,1,3,3, ,NE3 ,2,1233
5163,1,1400,1017,5,1,0,0,0,0,0,5,2, ,1,6,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,0,0,0,0,1,1,2, ,1,BD23,2,1405
5164,1,930,1024,5,1,0,0,0,0,0,10,1,2, ,2,2, ,1,1,0,0,0,0,0,0,0,0,0,1, , , , , , ,2,0,1,0,0,0,0,0,0,0,1,0,0, ,1, , , , , , , ,3, ,1, , , , , , , ,3,4,4,30,1,30,1,2, , , ,60,250,1,0,0,1,4,1,0,0,0,0,2,2,2, ,AB39,2,936
5165,1,1410,1023,5,1,1,0,0,0,0,10,1,1, ,3,1,2,1,1,0,0,0,0,0,0,0,0,0,1, , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,1, , , , , ,2,1,60,1,145,1,2, , , ,9999,30,3,0,3,1,2,0,0,0,0,1,1,1,1, ,PR3 ,2,9999
5166,1,1210,1016,5,1,1,0,0,0,0,10,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,2, , , , , ,2,2,20,4,0,4,2, , , ,5,30,4,40,4,1,1,1,0,0,0,0,1,3,1, ,DE11,2,1216
5167,1,1116,1016,5,1,0,0,0,0,0,10,1,1, ,1,1,1,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9999,1,9999,1,1,17,17,1, , , ,9999,1,1,2,0,0,0,0,1,1,1,2, ,FY6 ,2,1120
5168,1,1055,1016,5,1,1,0,0,0,0,10,1,1, ,2,1,1,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,7, , , , , , , , , ,6, , , , , ,7,6,30,2,70,2,3, , , , , , ,0,0,2,11,0,0,0,0,1,1,1,1, ,DY10,1,1100
5169,1,1017,1016,5,1,0,0,0,0,0,10,1,1, ,2,2, ,1,0,1,0,0,0,0,0,0,0,0, ,1, , , , , ,2,0,0,1,0,1,0,0,0,0,0,0,0, , ,1, ,3, , , , , , , ,0, ,3, , , , , ,4,3,30,2,70,2,3, , , , , , ,10,2,1,7,1,0,0,0,0,1,1,1, ,DN9 ,1,1026
5170,1,958,1016,5,1,1,0,0,0,0,10,1,1, ,11,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,2, , , , , ,3,2,200,11,0,0,1,30,30,11, , , ,20,4,1,5,1,0,0,0,0,2,2,2, ,M25 ,1,1005
5171,1,951,1016,5,1,0,1,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1,0,0,1,40,40,1, , , ,0,0,2,11,0,0,0,0,1,2,5,2, ,DL17,1,955
5172,1,944,1016,5,1,0,0,0,0,0,10,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,2,1,0,0,0,0,0,0,0,0,0,0,0,3, , , , , , , , , ,2, , , , , , , , , ,3,2,60,1,32,1,3, , , , , , ,10,1,1,8,0,0,0,0,1,2,1,2, ,NE25,2,950
5173,1,936,1016,5,1,1,0,0,0,0,8,1,1, ,10,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,4, , , , , , , , , ,3, , , , , ,4,3,50,2,0,2,1,20,20,1, , , ,10,2,1,5,0,0,1,0,0,2,2,2, ,KT8 ,1,940
5174,1,1200,1033,5,1,0,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,1,0,0,0,0,1,1, ,1,TS19,2,9999
5175,1,1300,1033,5,1,0,0,0,0,0,5,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,0,0,0,0,1,1,1, ,1,TS18,3,9999
5176,1,1300,1033,5,1,0,0,0,0,0,10,1,1, ,1,2, ,1,0,0,0,0,0,0,1,0,0,0, , , , , , ,9999,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35,1,9999,9999,2, , , ,30,30,1,9999,9999,1,1,0,0,0,0,1,4,5,5, ,DL5 ,2,9999
